Teks Berita,Label,Sumber
"[HOAKS] Purbaya Bongkar Kasus Megakorupsi Rp 576 Triliun, Seret Nama Kader PDI-P",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Ini Bukan Penumpang KM Virgo yang Terombang-ambing di Laut,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Detik-detik KMP Virgo Transport 8 Tenggelam Ini Rekayasa AI,Hoax,Kompas Topik Pilihan
[HOAKS] Suahasil Nazara Beri Dana Bantuan pada September 2026,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Kebakaran Pasar Raya UEA pada 2020, Bukan Houthi Serang Saudi",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Warga NTB Bakar Dapur SPPG Merupakan Rekayasa AI,Hoax,Kompas Topik Pilihan
[HOAKS] Purbaya Minta Dukungan Bongkar Korupsi Setelah Tak Jabat Menkeu,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Mobil Tersangkut di Papan Penunjuk Jalan Tol Ini Rekayasa AI,Hoax,Kompas Topik Pilihan
[HOAKS] Artikel Menkeu Suahasil Nazara Terlibat Korupsi Rp 500 Triliun,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Konten AI, Video Purbaya Singgung Kebiasaan Pejabat Selewengkan Uang Rakyat",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Prabowo Tidak Mau Maju Jadi Ketua PB IPSI, Bukan Pilpres 2029",Hoax,Kompas Topik Pilihan
[HOAKS] Video Testimoni Warga Jambi Menerima Bantuan DAP Australia,Hoax,Kompas Topik Pilihan
[HOAKS] Ruangan Penuh Uang Ditemukan Setelah Banjir Nepal,Hoax,Kompas Topik Pilihan
"[HOAKS] Konten AI, Video Purbaya Bongkar Kerugian BUMN Dikaitkan dengan Pemecatannya",Hoax,Kompas Topik Pilihan
"[VIDEO] Bermacam Narasi Hoaks Terkait Anak Krakatau, Daur Ulang Konten Lama hingga AI",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Tidak Benar Aparat Minta Pemililk Toko Tutup Usaha karena Dekat Kopdes,Hoax,Kompas Topik Pilihan
[HOAKS] Video Menteri P2MI Umumkan Bantuan Pemulangan TKI Rp 150 Juta,Hoax,Kompas Topik Pilihan
[HOAKS] Asrorun Niam Informasikan Program Dana Hibah dari Pemerintah Arab Saudi,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Foto Pesawat Malaysia Padamkan Karhutla Sumatera pada 2015, Bukan 2026",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Ini Bukan Video Tentara Jepang Memadamkan Karhutla di Kalimantan,Hoax,Kompas Topik Pilihan
[HOAKS] Video Ustaz Wijayanto Tawarkan Dana Bantuan Melalui Facebook,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Dapur SPPG di NTB Dibakar Warga adalah Hasil Rekayasa AI,Hoax,Kompas Topik Pilihan
[HOAKS] Gubernur Papua Umumkan Bantuan Dana Lewat Facebook,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Tentara Jepang Datang ke Indonesia Bukan untuk Ulangi Propaganda 1942,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Penjelasan BMKG soal Air Laut Surut dekat Anak Krakatau,Hoax,Kompas Topik Pilihan
[HOAKS] Video Dapur SPPG di NTB Dibakar karena Sebabkan Keracunan,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Evakuasi Korban KM Nurul Salsa Dinarasikan Penemuan Jurnalis di Anak Krakatau,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Erupsi Gunung Anak Krakatau Ini adalah Rekayasa AI,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Ini Bukan Perlihatkan Benny K Harman Tidak Sepakat RUU Perampasan Aset Disahkan,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Balok Es Dijatuhkan ke Kawah Gunung Ini Buatan AI,Hoax,Kompas Topik Pilihan
[HOAKS] Prabowo Minta Guru Tandatangani Perjanjian Tutupi Keracunan MBG di Sekolah,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Ini Badai di El Salvador, Bukan Dentuman Erupsi Gunung Anak Krakatau",Hoax,Kompas Topik Pilihan
[HOAKS] WEF Berencana Campurkan Vaksin ke Pasokan Air Dunia,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Asap Pekat dari Bawah Tanah di Pasar Baru Tidak Terkait Gunung Anak Krakatau,Hoax,Kompas Topik Pilihan
[HOAKS] Video Pengumuman Bantuan Dana Rp 300 Juta untuk TKI,Hoax,Kompas Topik Pilihan
[HOAKS] Polri Bakal Razia Kendaraan ke Rumah Warga Mulai Akhir September 2026,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Detik-detik Gunung Anak Krakatau Meletus pada 2018, Bukan 2026",Hoax,Kompas Topik Pilihan
[HOAKS] Video Gunung Lawu Erupsi Bersamaan dengan Anak Krakatau,Hoax,Kompas Topik Pilihan
[HOAKS] Dirjen Bimas Islam Kemenag Umumkan Bantuan Dana Hibah Arab Saudi,Hoax,Kompas Topik Pilihan
[HOAKS] Video Romo Koko Salurkan Bantuan Rp 150 Juta dari Australia,Hoax,Kompas Topik Pilihan
[HOAKS] Tidak Benar Prabowo Kirim Roket dan Rudal ke Gunung di Indonesia,Hoax,Kompas Topik Pilihan
[HOAKS] Informasi Darurat atas Nama BMKG dan Gubernur Lampung,Hoax,Kompas Topik Pilihan
[HOAKS] Megawati Nilai Dedi Mulyadi Belum Siap Jadi Presiden,Hoax,Kompas Topik Pilihan
[HOAKS] Kabar Ruben Onsu Meninggal Dunia pada 10 September 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Airlangga Sebut Saldo Rekening BSI dan BRI dari Pemerintah Tidak Boleh Diambil,Hoax,Kompas Topik Pilihan
[HOAKS] Jhon LBF Adakan Tebus Motor Murah Rp 400.000,Hoax,Kompas Topik Pilihan
[HOAKS] Gibran Mengaku Tidak Tahu Kasus Keracunan MBG,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Letusan Gunung Anak Krakatau Ini adalah Rekayasa AI,Hoax,Kompas Topik Pilihan
[HOAKS] Indonesia Dilanda Gempa M 7.0 hingga 9.0 pada Akhir 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Mahfud MD Bagikan Dana Bantuan Lewat Nomor WhatsApp,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] BMKG Bantah Abu Vulkanik Anak Krakatau Capai Jawa Tengah,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Foto Ini Kebakaran di IKN 2025, Tidak Terkait Karhutla pada 2026",Hoax,Kompas Topik Pilihan
[HOAKS] Presiden Tetapkan 30 September sebagai Hari Libur Nasional Memperingati G30S,Hoax,Kompas Topik Pilihan
[HOAKS] Video Adi Hidayat Beri Bantuan Biaya Pendidikan dan Modal Usaha,Hoax,Kompas Topik Pilihan
"[HOAKS] PM Jepang Ajak WNI Pindah Negara, Tawarkan Gaji Rp 27 Juta",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Erupsi Gunung Anak Krakatau Picu Tsunami 20 Meter,Hoax,Kompas Topik Pilihan
[HOAKS] Mahfud MD Minta Tilang Lalu Lintas Dihapus,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Letusan Krakatau pada 1883 Sebabkan Langit Gelap 2,5 Hari, Bukan 40 Hari",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Ini Bukan Ojek Online Geruduk Markas Hercules,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Ini Bukan Erupsi Gunung Anak Krakatau, tetapi Kilauea di Hawaii",Hoax,Kompas Topik Pilihan
[HOAKS] Puan Tegaskan WNI Tidak Bayar Pajak Akan Dicabut Kewarganegaraannya,Hoax,Kompas Topik Pilihan
[HOAKS] Tautan Undian Berhadiah Bank Jateng Agustus-September 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Pesan BMKG dan Gubernur Lampung Terkait Tsunami Imbas Erupsi Anak Krakatau,Hoax,Kompas Topik Pilihan
[HOAKS] Humas Polda Metro Jaya Menyatakan Tidak Berani Tangkap Hercules,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Erupsi Semeru Dibagikan dengan Konteks Keliru,Hoax,Kompas Topik Pilihan
"[HOAKS] Purbaya Promokan Platform Investasi, Hasilkan Rp 21 Juta Per Minggu",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Pertamina Batalkan Pembelian BBM Subsidi Pakai STNK Mulai 15 September 2026,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Air Hujan Hasil Modifikasi Cuaca Aman Ditampung,Hoax,Kompas Topik Pilihan
Cek Fakta Sepekan: Wapres Gibran Mundur | Puluhan Santri Meninggal karena Keracunan MBG,Hoax,Kompas Topik Pilihan
[HOAKS] Natalius Pigai Sebut Korupsi Merupakan Hak Asasi Manusia,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Batu Hitam di Nepal Ini Pahatan Manusia, Bukan Alami",Hoax,Kompas Topik Pilihan
[HOAKS] Akun Facebook Purbaya Adakan Kuis Susun Kata Berhadiah,Hoax,Kompas Topik Pilihan
[HOAKS] Video Mensos Bagikan Dana Bantuan Rp 35 Juta untuk Setiap KK,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Yusril Bantah Pernah Menyatakan ""Jangan Salahkan Ormas""",Hoax,Kompas Topik Pilihan
"[KLARIFKASI] Video Prabowo Sebut Ada Indikasi Makar Terjadi 2025, Bukan 2026",Hoax,Kompas Topik Pilihan
[HOAKS] Kreator Konten King Kevin Adakan Program Promo Motor Murah Rp 100.000,Hoax,Kompas Topik Pilihan
[HOAKS] Klaim BLT Kesra Rp 900.000 dengan Komentar di Facebook,Hoax,Kompas Topik Pilihan
[HOAKS] Foto Dapur SPPG Dirusak Warga karena Anak Keracunan MBG,Hoax,Kompas Topik Pilihan
[HOAKS] Tidak Benar Anies Baswedan Menolak RUU Perampasan Aset,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Foto Jokowi Tinjau Karhutla Riau 2019, Bukan 2026",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Paus Menyusui Anaknya Ini Hasil Rekayasa AI,Hoax,Kompas Topik Pilihan
[HOAKS] Foto Hujan Ikan Pertanda Tsunami di NTT pada Agustus 2026,Hoax,Kompas Topik Pilihan
[HOAKS] 5 Santri Ponpes di Sidoarjo Meninggal karena Keracunan MBG,Hoax,Kompas Topik Pilihan
[HOAKS] Puan Pertanyakan Siapa yang Pimpin Negara jika Pejabat Terjerat RUU Hukuman Mati,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Ini Bukan Foto Fosil Shaligram Berusia 140 Juta Tahun Terbawa Banjir Nepal,Hoax,Kompas Topik Pilihan
[HOAKS] Rhoma Irama Meninggal Dunia pada 2 September 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Mahfud MD Informasikan Bantuan Dana Hibah dari Pemerintah Arab Saudi,Hoax,Kompas Topik Pilihan
"[HOAKS] Ketahuan Mencuri, Empat Pemuda Dilakban Menyerupai Teletubbies",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Demonstrasi 12 Juni Dibagikan Ulang pada 1 September 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Video Rumah Ketua DPR Puan Maharani Dirusak Massa,Hoax,Kompas Topik Pilihan
[HOAKS] Tautan Bantuan Program Pangan 2026 Resmi Dibuka,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Ini Bukan Penangkapan Ketua GRIB Jaya pada 31 Agustus 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Program Tebus Motor Murah Rp 400.000 dari Dedi Mulyadi,Hoax,Kompas Topik Pilihan
[HOAKS] Mahfud MD Ajak Warga Tak Bayar Pajak Sampai RUU Perampasan Aset Disahkan,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Patung Buddha yang Kokoh Saat Banjir Nepal Terjadi 2024,Hoax,Kompas Topik Pilihan
[HOAKS] Video Seorang Pria Mengaku Dapat Bantuan DAP Australia,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Foto Kebakaran IKN pada 2025, Bukan Karhutla 2026",Hoax,Kompas Topik Pilihan
[HOAKS] Prabowo dan Purbaya Turunkan Harga Pertalite Jadi Rp 7.000,Hoax,Kompas Topik Pilihan
[HOAKS] Yusril Sebut Banyak Pejabat Jadi Korban jika Hukuman Mati untuk Koruptor Disahkan,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Wawancara Bahlil Tidak Tahu Ada Demonstrasi Terjadi 2025, Bukan 27 Agustus 2026",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Tukang Gali Kubur dalam Konten Ini Masih Hidup,Hoax,Kompas Topik Pilihan
[HOAKS] Prabowo Instruksikan PPh 21 Dipotong 35 Persen dari Gaji Pekerja,Hoax,Kompas Topik Pilihan
[HOAKS] Gibran Mengundurkan Diri sebagai Wapres pada Agustus 2026,Hoax,Kompas Topik Pilihan
Cek Fakta Sepekan: Reza Arap Ditangkap Polisi | Foto Nepal Seusai Bencana,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Ini Konvoi Suporter Persebaya, Bukan Massa Geruduk Markas GRIB Jaya",Hoax,Kompas Topik Pilihan
[HOAKS] Said Aqil Siradj Terpilih Jadi Rais Aam PBNU Periode 2026-2031,Hoax,Kompas Topik Pilihan
[HOAKS] Video Demonstran Duduki Gedung DPR pada 27 Agustus 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Warga Poso Mengaku Mendapat Bantuan DAP Australia,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Tanah Longsor Myanmar, Bukan Pemicu Banjir Nepal",Hoax,Kompas Topik Pilihan
[HOAKS] Video Menkeu Purbaya Minta Dukungan untuk Membongkar Mafia,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Tanah Longsor di Jepang pada 2021, Bukan Banjir Nepal",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Ini Perlihatkan Bendungan di Meksiko, Bukan Banjir Nepal",Hoax,Kompas Topik Pilihan
[HOAKS] Adam Suseno Dirawat di Rumah Sakit pada Akhir Agustus 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Sri Mulyani Tawarkan Bantuan Modal Usaha dan Bayar Utang,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Kondisi Nepal Sebelum dan Usai Dilanda Bencana Ini adalah Rekayasa AI,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Banjir di India pada Agustus 2025, Bukan Nepal",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Perlihatkan Gedung DPRD Makassar Dibakar pada 2025, Bukan Demo 27 Agustus",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Lautan Manusia di Konser NDX AKA Dinarasikan Demo 27 Agustus 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Tautan Pendaftaran Program Bantuan Bibit Ayam 2026,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Kerumunan Pendukung Argentina di Buenos Aires, Bukan Demo Jakarta",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Keramaian Monas Saat Pesta Rakyat 17 Agustus, Bukan Demonstrasi",Hoax,Kompas Topik Pilihan
[HOAKS] Gibran Temui Demonstran di Depan Gedung DPR pada 27 Agustus 2026,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Kerumunan Massa Festival Virgen Blanca Spanyol, Bukan Demo DPR",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Ini Bukan Video Kopassus Amankan Demonstrasi 27 Agustus 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Pastor Yohanes Hadi Suryono Tawarkan Bantuan Modal Usaha dan Bayar Utang,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Puan Minta Maaf Terjadi 2025, Bukan Jelang Demo 27 Agustus 2026",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Ini Bukan Video Demonstran pada Malam Sebelum Aksi 27 Agustus,Hoax,Kompas Topik Pilihan
[HOAKS] Video Dedi Mulyadi Bagikan Dana Bantuan Rp 10 Juta - 100 Juta,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Demonstrasi di Semarang Dinarasikan Terjadi di Jakarta, 27 Agustus 2026",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Tidak Benar Tangga JPO Depan Gedung DPR Hilang untuk Cegah Demo 27 Agustus,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Demonstrasi Mahasiswa Tolak RKUHP pada 2019, Bukan 27 Agustus 2026",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Saling Dorong Mahasiswa-Aparat pada 12 Juni, Bukan Kericuhan 27 Agustus",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Peringatan Asyura di Karbala, Bukan Demonstrasi di Jakarta",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Konvoi Buruh Jatim pada Agustus 2025, Bukan Demo DPR",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Perayaan Kemenangan Persib, Bukan Demonstrasi 27 Agustus 2026",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Ini Bukan Rombongan Santri Tebuireng Menuju Jakarta untuk Demo,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Pendukung Timnas Meksiko, Bukan Demo DPR",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Dedi Mulyadi Minta Maaf Tidak Terkait Kunjungan ke NTT pada 2026,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Massa Geruduk Polsek Menteng, Bukan Bundaran HI",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Puluhan Bus dari Berbagai Daerah Tiba di Jakarta untuk Demo adalah Rekayasa,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Konten AI, Persiapan Warga Pati Ikuti Demonstrasi 27 Agustus 2026",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Mualem Dirawat di RS Ini Hasil Rekayasa AI,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Ini Bukan Rombongan Warga Bengkulu Akan Demonstrasi di DPR RI,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Tidak Ada Bukti Ronaldo Akan Mengunjungi Korban Gempa di Flores,Hoax,Kompas Topik Pilihan
[HOAKS] Purbaya Minta Masyarakat Hubungi Nomor WA untuk Klaim Bantuan,Hoax,Kompas Topik Pilihan
[HOAKS] Prabowo Sumbangkan Rp 16 Triliun untuk Pemulihan Hutan Amazon di Brasil,Hoax,Kompas Topik Pilihan
[HOAKS] Tautan untuk Klaim Bantuan Anak Sapi dan Kambing 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Reza Arap Ditangkap Polisi pada Agustus 2026,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Mensesneg Bantah Haji Isam Jadi Koordinator Atasi Karhutla di Kalimantan,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Konten Satire Prabowo Umumkan Beras Dijual Per Butir,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Anies Bertemu Mahasiswa UI Terjadi 2023, Tidak Terkait Demonstrasi",Hoax,Kompas Topik Pilihan
[HOAKS] Tautan untuk Cek Status Penerima BSU Tahap Akhir 2026,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Gubernur NTT Minta Warga Utang Dulu untuk Pangan, Pemerintah yang Bayar",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Bukan Video Kebakaran Hutan, tapi Pasar Sungai Duri",Hoax,Kompas Topik Pilihan
[HOAKS] Menteri Agama Umumkan Pendistribusian Dana Hibah,Hoax,Kompas Topik Pilihan
[HOAKS] 7 Anggota Paskibra Mendadak Meninggal pada 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Foto Pesawat Rombongan Umrah Terjatuh pada Agustus 2026,Hoax,Kompas Topik Pilihan
"[HOAKS] Bansos Skema Baru Rp 5,4 Juta dengan Komentar di Facebook",Hoax,Kompas Topik Pilihan
[HOAKS] Nagita Slavina Adakan Kuis Tebak Kata Berhadiah Rp 50 Juta,Hoax,Kompas Topik Pilihan
[HOAKS] Perempuan Hamil Wajib Bayar Pajak Rp 500.000 Setiap Bulan Mulai 2027,Hoax,Kompas Topik Pilihan
[HOAKS] Puan Janji Berantas dan Miskinkan Koruptor jika Jadi Presiden,Hoax,Kompas Topik Pilihan
[HOAKS] Romo Koko Salurkan Dana Bantuan untuk Umat Katolik Melalui Nomor WhatsApp,Hoax,Kompas Topik Pilihan
[HOAKS] Video Air Laut Surut dan Bunyi Sirene Pertanda Tsunami di NTT,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Tidak Benar Anggota Polri Meninggal Saat Upacara HUT RI,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Bukan Video Tsunami di NTT, tetapi Topan Super Fung-wong di Filipina 2025",Hoax,Kompas Topik Pilihan
[HOAKS] Foto Polwan Meronta Dililit Ular Piton,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Video Prabowo Menangis Bukan karena Lihat Aksi Demonstrasi Mahasiswa,Hoax,Kompas Topik Pilihan
"[HOAKS] Tautan Bansos Kemensos Rp 2,5 Juta pada Agustus-September 2026",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Kader PDI-P Kalteng Mundur Terjadi 2024, Bukan 2026",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Penjelasan soal Foto Prajurit TNI AU Ambruk saat Upacara HUT RI,Hoax,Kompas Topik Pilihan
[HOAKS] Bahlil Sebut Banyak Rakyat Minta Pemerintah Naikkan Harga BBM,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Ombak Besar di Portugal, Bukan Tsunami di NTT 2026",Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Ini Video Perawat China Selamatkan Bayi Saat Gempa, Bukan di NTT",Hoax,Kompas Topik Pilihan
[HOAKS] Prabowo Tidak Akan Maju Pilpres 2029 jika MBG Dihentikan,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Video Ini Bukan Rekaman Tsunami di Labuan Bajo, NTT",Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Ini Bukan Foto Demo di Aceh dan Papua pada Agustus 2026,Hoax,Kompas Topik Pilihan
Cek Fakta Sepekan: Undian Berhadiah Menyambut HUT RI | Foto Pernikahan Ronaldo,Hoax,Kompas Topik Pilihan
[HOAKS] Prabowo Perintahkan Polri Tangkap Semua Warga Aceh,Hoax,Kompas Topik Pilihan
[HOAKS] Pemerintah Terapkan DOM di Aceh pada 1 September 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Vaksin mFLUSIVA Dinamai Berdasarkan Dewa Penghancur,Hoax,Kompas Topik Pilihan
Kompas.com Dicatut dalam Hoaks Penerapan DOM Aceh Mulai 1 September,Hoax,Kompas Topik Pilihan
"[HOAKS] Klaim Bantuan Beras Pemerintah dengan Berkomentar ""Hadir""",Hoax,Kompas Topik Pilihan
[HOAKS] Video Donald Trump Jatuh Saat Naik Mobil Kepresidenan,Hoax,Kompas Topik Pilihan
[HOAKS] Undian Berhadiah BRI Sambut HUT ke-81 RI,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Konten AI, Sejumlah Pesepak Bola Hadiri Pernikahan Ronaldo",Hoax,Kompas Topik Pilihan
[HOAKS] KPK Sita 8 Rumah Mewah dan 9 Mobil Sport Khofifah Terkait Korupsi Dana Hibah,Hoax,Kompas Topik Pilihan
[HOAKS] Tautan Pendaftaran Dana Bantuan BLT untuk TKI Periode 2026,Hoax,Kompas Topik Pilihan
[HOAKS] Dirjen Bimas Hindu Kemenag Umumkan Bantuan Umat dan Pembangunan Pura,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Tidak Benar 500 Tentara AS Tewas dalam Serangan Iran,Hoax,Kompas Topik Pilihan
[HOAKS] Rektor UGM Ditangkap Terkait Kasus Ijazah Palsu Jokowi,Hoax,Kompas Topik Pilihan
[HOAKS] Mantan Dirjen Anggaran Kemenkeu Beri Dana Bantuan untuk PNS dan Pensiunan,Hoax,Kompas Topik Pilihan
[HOAKS] Foto Ular Piton Menelan Seorang Pemancing,Hoax,Kompas Topik Pilihan
[HOAKS] Undian Berhadiah BNI Menyambut HUT ke-81 RI,Hoax,Kompas Topik Pilihan
[HOAKS] Kim Jong Un Merasa Prihatin atas Kasus Korupsi di Indonesia,Hoax,Kompas Topik Pilihan
[HOAKS] NHS Berencana Jadikan Menonton Premier League sebagai Terapi Depresi,Hoax,Kompas Topik Pilihan
[KLARIFIKASI] Foto Kuli Bangunan Dicor untuk Tumbal Proyek,Hoax,Kompas Topik Pilihan
[HOAKS] Video Purbaya Minta Koruptor Dihukum Mati,Hoax,Kompas Topik Pilihan
[HOAKS] Tautan untuk Klaim BLT Rp 900.000 dari Kemensos,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Wasit Tarkam di Kabupaten Bogor Dikeroyok, tetapi Tidak Meninggal",Hoax,Kompas Topik Pilihan
[HOAKS] Prabowo Akan Sita Penggilingan Padi Berpendapatan Besar untuk Dikelola KDMP,Hoax,Kompas Topik Pilihan
"[KLARIFIKASI] Konten Satire, Bahlil Sebut Hirup Oksigen di Luar Rumah Kena Pajak",Hoax,Kompas Topik Pilihan
