Teks Berita,Label,Sumber
"Wakili Pemerintah, Mendagri Sepakati RUU tentang 15 Kabupaten/Kota Dibawa ke Paripurna",Fakta,Kompas Nasional
"Dorong Pemerataan Akses Pendidikan, PAN Dukung Sekolah Rakyat dan Sekolah Garuda Transformasi",Fakta,Kompas Nasional
"Ketiadaan Parameter ""Takwa kepada Tuhan"" dalam Syarat Capres Digugat ke MK",Fakta,Kompas Nasional
"Tanpa Tes, Guru PPPK Paruh Waktu Jadi Penuh Waktu Mulai Januari 2027",Fakta,Kompas Nasional
Jaksa Tanyai Nilai Manfaat dan Investasi dari Biaya Haji ke Kepala BPKH,Fakta,Kompas Nasional
"RUU Reforma Agraria Disahkan Besok, DPR Diminta Jangan Selundupkan Pasal Menyimpang",Fakta,Kompas Nasional
"Kemendikdasmen Dapat Tambahan Anggaran Rp 28 Triliun, Pagu 2027 Naik Jadi Rp 89,1 T",Fakta,Kompas Nasional
PDI-P Usul Ada Batas Maksimal Jumlah Parpol Pengusung Capres,Fakta,Kompas Nasional
KPK Sita Mobil Mercy Milik Anggota DPRD Bengkulu Vinna Ledy Anggraheni,Fakta,Kompas Nasional
"Guru PPPK Paruh Waktu Disebut Otomatis Diangkat Jadi Penuh Waktu, Tanpa Tes",Fakta,Kompas Nasional
"Prabowo Ingin Pendidikan Negeri Gratis, Anggota DPR Ingatkan Nasib Kampus Swasta",Fakta,Kompas Nasional
"Suara Parpol DPR Nonkoalisi soal PT 5 Persen: PDI-P Nilai Ideal, Nasdem Kekeh 7 Persen",Fakta,Kompas Nasional
"Lomba Kampung Pancasila Surabaya Dimulai, 1.360 RW Bersaing Menuju 35 Terbaik",Fakta,Kompas Nasional
BNPB: 5 Hektar Lahan di Kebumen Terbakar Diduga karena Warga Bakar Sampah,Fakta,Kompas Nasional
"Kasus Silmy Karim Dibandingkan dengan OTT ATR/BPN, Soroti Proses Formil",Fakta,Kompas Nasional
DPR Diminta Perkuat Pelindungan Perempuan dalam RUU Ketenagakerjaan,Fakta,Kompas Nasional
"Besok, RUU Reforma Agraria Bakal Disahkan di Rapat Paripurna DPR",Fakta,Kompas Nasional
"Soal Wacana Minimal 2 Fraksi Usung Capres, PKS Tegaskan Putusan MK",Fakta,Kompas Nasional
Syarat 2 Fraksi DPR untuk Capres Dinilai Persulit Parpol Kecil Usung Calon Alternatif,Fakta,Kompas Nasional
"Mundur dari Kepengurusan Golkar, Nusron Wahid: Sudah Diskusi dengan Bahlil",Fakta,Kompas Nasional
"Di Sidang, Kepala BPKH Nyatakan Tak Bisa Tentukan Jemaah Berangkat Haji",Fakta,Kompas Nasional
"Sidang MK Ungkap Latar Belakang Kompensasi Delay Pesawat di Indonesia, Dari Rp 2 juta Jadi Rp 300.000",Fakta,Kompas Nasional
"Pelaku Pelecehan Santri Jombang, Mas Bechi Bebas Bersyarat",Fakta,Kompas Nasional
Kubu Silmy Karim Pertanyakan Asal-usul Uang Rp 150 Miliar yang Disita KPK,Fakta,Kompas Nasional
Mampukah PAN Menembus Ambang Batas Parlemen 5 Persen?,Fakta,Kompas Nasional
"Di Sidang, Kepala BPKH: Kemenag Tak Pernah Laporkan Penggunaan Dana Haji yang Ditransfer",Fakta,Kompas Nasional
Bolosego di Jogja dan Sulitnya Membangun Ekosistem Usaha di Indonesia,Fakta,Kompas Nasional
Nusron Wahid: Kami Menghormati dan Mengikuti Proses Hukum di KPK,Fakta,Kompas Nasional
"Prabowo Ingin Pendidikan Gratis, Kemenag: Semoga Tak Lama Lagi Terwujud",Fakta,Kompas Nasional
"Silmy Karim Disebut Tak Ikut OTT, tetapi Datang ke KPK dan Langsung Diperiksa sebagai Tersangka",Fakta,Kompas Nasional
Wacana Capres Minimal Didukung 2 Fraksi DPR Dinilai Bertentangan Putusan MK,Fakta,Kompas Nasional
"Soal Wacana Sekolah Gratis hingga PTN, Kemenag: Semoga Kondisi Fiskal Memungkinkan",Fakta,Kompas Nasional
KPK Geledah Kantor PT Summarecon di Bogor,Fakta,Kompas Nasional
"Sempat Dikaitkan dengan ""Gibran"", Baleg DPR Ganti Nama BRAN Jadi LPRA di RUU Reforma Agraria",Fakta,Kompas Nasional
"Muncul Wacana Syarat Capres Diusulkan Minimal 2 Fraksi DPR, Apa Kata Putusan MK?",Fakta,Kompas Nasional
"Garibaldi Gratis, tetapi Berapa Biaya Sesungguhnya?",Fakta,Kompas Nasional
"Cegah Bullying, Kemenag Perkuat Perlindungan Anak di Madrasah dan Pesantren",Fakta,Kompas Nasional
"Praperadilan, Silmy Karim Persoalkan Penetapan Tersangka hingga Penyitaan oleh KPK",Fakta,Kompas Nasional
Hakim MK Soroti Tiket Pesawat Naik Berkali Lipat Tapi Kompensasi Delay Tetap Rp 300.000,Fakta,Kompas Nasional
"RUU Reforma Agraria Rampung Dibahas: Berisi 53 Pasal, Siap Disahkan di Rapat Paripurna",Fakta,Kompas Nasional
"KRI Sriwijaya Bakal Jadi Nama Baru Giuseppe Garibaldi, Ada Pertimbangan Sejarah Kemaritiman Nusantara",Fakta,Kompas Nasional
"Dasco Pimpin Finalisasi RUU Reforma Agraria, Menteri ATR/BPN Nusron Wahid Hadir",Fakta,Kompas Nasional
Komisi II DPR Sepakati 15 RUU Kabupaten/Kota Dibawa ke Paripurna Besok,Fakta,Kompas Nasional
Ketika Sentralisasi Menguji Meritokrasi,Fakta,Kompas Nasional
PAN Jajaki Usia Dewasa: Saatnya Perkuat Basis Massa di Semua Lini...,Fakta,Kompas Nasional
Membaca Bencana sebagai Kejahatan Negara,Fakta,Kompas Nasional
"Eks Pimpinan KPK Ingatkan RUU Perampasan Aset Jangan Sembarang, Harus Ada Bukti Jelas",Fakta,Kompas Nasional
Perludem: Syarat Pencalonan Capres-Cawapres Diusung 2 Partai di DPR Bertentangan Putusan MK,Fakta,Kompas Nasional
"KPK: Skor Indeks Integritas Kementerian ATR/BPN Turun 4,58 Poin, Masuk Kategori Rentan",Fakta,Kompas Nasional
"PAN Setuju Usulan Syarat Capres Diusung Minimal 2 Partai, Sebut Tak Langgar Putusan MK",Fakta,Kompas Nasional
Bumerang Ambang Batas 5 Persen,Fakta,Kompas Nasional
KPK Telusuri Dana Operasional Fiktif Era Lukas Enembe yang Capai Triliunan Rupiah,Fakta,Kompas Nasional
"Menteri PPPA Soroti Kasus Pria Tendang Wanita di Senayan City, Janji Bakal Kawal Korban",Fakta,Kompas Nasional
"Pascabencana Sumatera, Bantuan Jaminan Hidup Rp 435,3 Miliar Siap Dicairkan",Fakta,Kompas Nasional
"Golkar Akui Ikut Usulkan Syarat Capres Diusung Minimal 2 Fraksi, Klaim Berbasis Putusan MK",Fakta,Kompas Nasional
Urgensi Sterilisasi Gawai di Sidang DPR,Fakta,Kompas Nasional
"Kapal Jepang JS Kunisaki Bergerak ke Ketapang, Bawa Helikopter Chinook untuk Padamkan Karhutla",Fakta,Kompas Nasional
"BGN Siapkan Marketplace Bahan Baku MBG, Cukupkah untuk Cegah Korupsi?",Fakta,Kompas Nasional
"Di Balik HUT Ke-28 PAN, Ada Konsep Eko Patrio dan Aksi Viral Lebah Begantong",Fakta,Kompas Nasional
Refly Harun dan Bambang Widjojanto Jadi Kuasa Hukum Penggugat Syarat Pencalonan Gibran di MK,Fakta,Kompas Nasional
"Gerindra Buka Pintu untuk PDI-P, Akankah Peta Koalisi Prabowo Berubah pada 2029?",Fakta,Kompas Nasional
"""Data Abadi"" Mantan Jampidsus",Fakta,Kompas Nasional
"Soroti Perlindungan Satwa, Menhut-Dubes Norwegia Cek Mitigasi Karhutla di Way Kambas",Fakta,Kompas Nasional
"Ambang Batas 5 Persen, Antara Menyederhanakan Parlemen dan Risiko Suara Terbuang",Fakta,Kompas Nasional
"Jelang 2 Tahun Menjabat, Prabowo Percaya Diri Banyak yang Sudah Dicapai",Fakta,Kompas Nasional
"Kuota, Sertifikat, dan Ekonomi Rente Negara",Fakta,Kompas Nasional
"Saat Sekolah Diberi Opsi Menolak MBG, Ada Hak Siswa yang Harus Tetap Dijaga",Fakta,Kompas Nasional
"Dari Gontor, Menguji Telinga Kekuasaan",Fakta,Kompas Nasional
"Gerindra Buka Pintu untuk PDI-P, Mungkinkah Rujuk pada Pilpres 2029?",Fakta,Kompas Nasional
"Febrie Adriansyah Buka Suara, Bantah Miliki Emas 74 Kg hingga Mempertanyakan Perkara",Fakta,Kompas Nasional
"Deretan Penggugat Sengketa Pilpres Terkait Syarat Pencalonan Gibran, Ada Forum Purnawirawan TNI",Fakta,Kompas Nasional
"Malam Ini, Gugatan Denny Indrayana soal Syarat Pencalonan Gibran Disidangkan MK",Fakta,Kompas Nasional
Isi Tuntutan Perkara Sengketa Pilpres Terkait Syarat Pencalonan Gibran yang Digelar Hari Ini,Fakta,Kompas Nasional
Jika Kekuasaan Lebih Suka Diberi Tepuk Tangan,Fakta,Kompas Nasional
"Sepekan OTT ATR/BPN, KPK Telusuri Jejak Suap HGB dari Kantor Summarecon hingga Rumah Dirjen",Fakta,Kompas Nasional
Pilpres 2029: Ambang Batas Pencalonan dari Pintu Belakang,Fakta,Kompas Nasional
"Mentransformasi Giuseppe Garibaldi Menjadi KRI Sriwijaya, Bersiap Jalankan Misi Barunya...",Fakta,Kompas Nasional
"Wajib Sertifikasi Halal Dimulai Oktober, Anggota DPR DPR Minta UMK Tak Langsung Dibebani Sanksi",Fakta,Kompas Nasional
"Pemerintah Maksimal Tangani Karhutla, Seskab Teddy: Semua Dilakukan untuk Lindungi Masyarakat",Fakta,Kompas Nasional
"Lima Gampong di Aceh Timur Terima 4,2 Juta Benur untuk Pulihkan Tambak Pascabencana",Fakta,Kompas Nasional
Anggota DPR Minta Pemerintah Siapkan Lokasi Alternatif untuk UMKM di Alun-alun Kidul Jogja,Fakta,Kompas Nasional
Penyelam Basarnas Temukan Lagi Korban KM Virgo Transport 8 di Dalam Bangkai Kapal,Fakta,Kompas Nasional
"Gibran Sentil Pegawai SPPG yang Ejek Korban Keracunan MBG Karo, Wajahnya Di-upload ke Instagram",Fakta,Kompas Nasional
Aparat Diminta Tertibkan Dugaan Pungli Food Truck di Alun-alun Kidul Jogja,Fakta,Kompas Nasional
"Soal Ambang Batas Parlemen 5 Persen, PSI Ingatkan Jangan Sampai Suara Rakyat Terbuang",Fakta,Kompas Nasional
"Bantah KKB soal Warga Sipil Mata-mata TNI, Kapuspen: Mereka Mau Menakuti Masyarakat",Fakta,Kompas Nasional
"Besok, MK Gelar Sidang Sengketa Pilpres soal Syarat Pencalonan Gibran",Fakta,Kompas Nasional
Golkar Masih Pertimbangkan Skema Baru Pencalonan Capres Usai Presidential Threshold Dihapus,Fakta,Kompas Nasional
Kapuspen TNI Sebut 9 Anak Korban Penyanderaan di Papua Masih Belum Kembali,Fakta,Kompas Nasional
Road to Pertamina Eco RunFest 2026 Ajak Masyarakat Wujudkan Aksi Nyata Jaga Lingkungan,Fakta,Kompas Nasional
"Sopir Travel Tewas oleh KKB, Anggota DPR Desak Pemerintah Perkuat Perlindungan Warga Sipil di Papua",Fakta,Kompas Nasional
"Guru Honorer, Petani, Nelayan, dan Mitra Ojol Jadi Tamu Kehormatan di HUT Ke-28 PAN",Fakta,Kompas Nasional
"Cak Imin Ingatkan UMKM Tak Cukup Hanya Dilatih, Harus Punya Akses Pasar",Fakta,Kompas Nasional
"Prabowo Mau SD, SMP, SMA Negeri Gratis, Mendikdasmen: Sudah Gratis Semua",Fakta,Kompas Nasional
"Petakan Tata Kelola Agraria Kawasan Transmigrasi, Tim Ekspedisi Patriot Unhas Inisiasi Forum Diskusi di Fakfak Timur",Fakta,Kompas Nasional
Kapuspen Sebut Tuduhan Warga Sipil Mata-Mata TNI Hanya Teror dan Intimidasi,Fakta,Kompas Nasional
Sedangkal Itukah Bahasa Kekuasaan?,Fakta,Kompas Nasional
"Bantuan Rp 435 Miliar untuk Bencana Sumatra Cair, Aceh Utara Dapat Porsi Paling Besar",Fakta,Kompas Nasional
Waka Komisi III Dorong Kepolisian Tegas Usut Kasus Ipda Yayat,Fakta,Kompas Nasional
"Dugaan Jual Beli Nomor Porsi Haji di Jatim, Kemenhaj: Ini Bukan Komoditas untuk Diperjualbelikan",Fakta,Kompas Nasional
"Janji Tak Nyapres ke Prabowo, Zulhas Mau Fokus Jadi Ketum PAN",Fakta,Kompas Nasional
"Rumah Mewah Ipda Yayat Digeledah KPK, Anggota DPR: Usut Juga ke Atas, Apa pun Pangkatnya",Fakta,Kompas Nasional
"Garibaldi dan Jalan Panjang Menuju ""Maritime Power State""",Fakta,Kompas Nasional
BPOM Siap Bantu Pengujian Etomidate dan Jadi Saksi Ahli dalam Kasus Jule,Fakta,Kompas Nasional
Pengamat Nilai Wacana Calon Capres-Cawapres Minimal Didukung Dua Partai di DPR Tidak Berdasar,Fakta,Kompas Nasional
"Gelar Bimtek, Golkar Fokus Dongkrak Raihan Kursi di Pemilu 2029",Fakta,Kompas Nasional
Bintang Tak Bisa Menilai Bakteri,Fakta,Kompas Nasional
Wamendagri Bima Arya Tanggapi Wagub Babel yang Kembali Bertugas Setelah Dipenjara 4 Bulan,Fakta,Kompas Nasional
Pesan Panglima kepada Perwira Jelang HUT ke-81 TNI,Fakta,Kompas Nasional
"Hak Penyandang Disabilitas, RUU HAM dan Pertanggungjawaban Negara",Fakta,Kompas Nasional
Prabowo: Kelapa Sawit Adalah Tanaman Ajaib...,Fakta,Kompas Nasional
"Wakil PM Malaysia di Indonesia: Temui Gibran Dulu, Prabowo dan Surya Paloh Kemudian",Fakta,Kompas Nasional
"Putus Rantai Kemiskinan, 44.000 Anak Prasejahtera Kembali Sekolah secara Gratis dengan Sekolah Rakyat",Fakta,Kompas Nasional
Paradoks Komunikasi Politik Presiden,Fakta,Kompas Nasional
Prabowo dalam Resepsi 100 Tahun Ponpes Gontor,Fakta,Kompas Nasional
"Soal Penyelesaian Konflik di Papua, Panglima Tekankan Kolaborasi",Fakta,Kompas Nasional
Golkar Ungkap Rencana Bahlil pada 2029 Usai Disebut Tak Akan Nyapres di Depan Prabowo,Fakta,Kompas Nasional
Menanti Komitmen TNI Jaga Stabilitas Keamanan di Papua,Fakta,Kompas Nasional
Panglima Lepas Ribuan Peserta TNI Run 2026 di Monas,Fakta,Kompas Nasional
Sekjen Golkar: Nusron Wahid Sudah 6 Bulan Mundur dari Kepengurusan,Fakta,Kompas Nasional
Kementerian PU Berhentikan Sementara ASN PPPK yang Tanam Ganja di Bandung,Fakta,Kompas Nasional
Ambang Batas Parlemen Lima Persen dan Politik Kartel,Fakta,Kompas Nasional
Basarnas Fokus Kerahkan 12 Penyelam Terbaik Lanjutkan Pencarian Penumpang Kapal Virgo,Fakta,Kompas Nasional
Anggota DPR Minta Pelaku Usaha Pastikan Kandungan Gizi Beras Fortifikasi,Fakta,Kompas Nasional
KRI Garibaldi hingga 5 Kodam Baru Bakal Ramaikan HUT TNI ke-81 Tahun,Fakta,Kompas Nasional
"Surya Paloh Soal RUU Perampasan Aset: Kalau Urgen Silakan, tapi Jangan Timbulkan Polemik",Fakta,Kompas Nasional
Surya Paloh Dengar Wacana Ambang Batas Pencalonan Presiden Minimal 2 Fraksi,Fakta,Kompas Nasional
Surya Paloh Sebut RUU Pemilu Jadi Prioritas: Kenapa Harus Tunggu Tahun Depan?,Fakta,Kompas Nasional
"Nasdem Tetap Usul PT 7 Persen, Surya Paloh: Kami Rela Tak Lolos Parlemen",Fakta,Kompas Nasional
"Catat Pendapatan Rp 1.189,74 Triliun, Pertamina Puncaki Fortune Indonesia 100 Tahun 2026",Fakta,Kompas Nasional
"Wakil PM Malaysia Puji Surya Paloh, Ingin Partainya Sehebat Nasdem",Fakta,Kompas Nasional
"Usai Bertemu Prabowo-Gibran, Wakil PM Malaysia Bertemu Surya Paloh",Fakta,Kompas Nasional
Nusron Wahid Sudah Mundur dari Kepengurusan Golkar,Fakta,Kompas Nasional
"Kemenag Atur Penggunaan Ponsel di Madrasah, Pesantren, hingga Pasraman",Fakta,Kompas Nasional
"Polri Identifikasi 9 Korban Meninggal KM Virgo Transport 8, Akan Diserahkan ke Keluarga",Fakta,Kompas Nasional
TNI AD Punya Helikopter Baru untuk Antar Logistik ke Papua,Fakta,Kompas Nasional
Angkatan Bersenjata Yordania Tertarik dengan Sepatu Militer Lokal Indonesia,Fakta,Kompas Nasional
5 Kodam Baru Bakal Diresmikan pada HUT Ke-81 TNI,Fakta,Kompas Nasional
RUU Reforma Agraria Didorong Jadi Instrumen Koreksi Ketimpangan Penguasaan Tanah,Fakta,Kompas Nasional
"Blokir Siskopatuh Anissa Ahmada Travel Jombang, Menhaj: Rugikan Jemaah",Fakta,Kompas Nasional
"Molay Dilirik Angkatan Bersenjata Yordania, Buka Peluang Tembus Pasar Timur Tengah",Fakta,Kompas Nasional
"Dorong Reformasi Polri, Kortastipidkor dan Korlantas Diusulkan Naik Jadi Badan",Fakta,Kompas Nasional
"Prabowo Ingatkan Santri Gontor: Jangan Percaya Antek Asing, Mereka Bayar Buzzer",Fakta,Kompas Nasional
Pemerintah Suntik Dana Rp 20 Triliun untuk Jaga Layanan JKN,Fakta,Kompas Nasional
Prabowo Kaget Lihat Banyak Capaian Pemerintahannya untuk Rakyat,Fakta,Kompas Nasional
Kapal Induk Garibaldi Akan Ditampilkan Saat Peringatan HUT Ke-81 TNI,Fakta,Kompas Nasional
Prabowo Mengaku Makin Percaya Diri: Kami Bukan Pemimpin Omon-omon,Fakta,Kompas Nasional
TNI Respons Usul Pigai soal Sertifikasi HAM Jadi Syarat Promosi Jabatan,Fakta,Kompas Nasional
"Prabowo Sindir Profesor Tak Bisa Lihat Ketidakadilan, Malah Bela Asing",Fakta,Kompas Nasional
"Prabowo: Palestina Dibantai dan Dibom, Kita Seolah Kurang Berdaya untuk Membantu",Fakta,Kompas Nasional
Kemenlu Dalami Dugaan Penipuan dan Eksploitasi WNI Jadi Tentara Rusia,Fakta,Kompas Nasional
Kemenhaj Dalami Dugaan Jual Beli Porsi Haji di Jawa Timur,Fakta,Kompas Nasional
Prabowo Akan Jadi Inspektur Upacara HUT Ke-81 TNI di Monas,Fakta,Kompas Nasional
TNI Terus Kejar KKB Pembunuh Aris Sanda di Papua,Fakta,Kompas Nasional
Korupsi ATR/BPN: Menagih Pertanggungjawaban Menteri,Fakta,Kompas Nasional
"TNI Fair di Monas, Ada Pameran Alutsista hingga Pembagian Paket Makan Gratis",Fakta,Kompas Nasional
"Prabowo Puji Pimpinan Gontor Tak Banyak Sapa Tamu ""Yang Terhormat"" Saat Pidato",Fakta,Kompas Nasional
"Prabowo Teriakkan ""Free Palestine"", Langsung Dipeluk Dubes Palestina",Fakta,Kompas Nasional
"Jawab Kritik DPR, TNI Tegaskan Komitmen Jaga Keamanan Papua",Fakta,Kompas Nasional
Mendagri Tito Dorong Kompetisi Antardaerah Jadi Instrumen Wujudkan Indonesia ASRI,Fakta,Kompas Nasional
Purbaya Capres Alternatif 2029?,Fakta,Kompas Nasional
Momen Prabowo Cium Al Quran Hadiah dari Pimpinan Ponpes Gontor,Fakta,Kompas Nasional
"Melihat Leopard 2 Milik Kostrad, Tank Buatan Jerman yang Punya Amunisi Pintar",Fakta,Kompas Nasional
"Prabowo dan Zulhas Resmikan PANsar Murah Nasional, Putri Zulhas: Sembako Lebih Murah 60 Persen",Fakta,Kompas Nasional
"Gelar Apresiasi Pemda Berprestasi 2026 Batch II Regional Sulawesi, Kemendagri Pacu Kinerja Daerah",Fakta,Kompas Nasional
"Koruptor Kambuhan: Dimiskinkan, Dihukum Mati",Fakta,Kompas Nasional
"Parpol Nonparlemen Tolak PT 5 Persen, Merasa Dijegal hingga Tuduh Koalisi Arogan",Fakta,Kompas Nasional
Dari Hamoraon ke Hustle Culture: Batak dan Etos Kerja Gen Z,Fakta,Kompas Nasional
"Prabowo Hadiri Syukuran 1 Abad Gontor, Sapa Santri dari Atas Maung",Fakta,Kompas Nasional
"Sanjungan Prabowo untuk PAN, Kawan Seperjuangan yang Setia...",Fakta,Kompas Nasional
RUU Kehutanan dan Masa Depan Hutan Indonesia,Fakta,Kompas Nasional
Terkuak Permintaan Prabowo Tak Masukkan BRAN di RUU Pengaturan Reforma Agraria,Fakta,Kompas Nasional
"Usai Penandatanganan MRA, ADHI Karya Masuki Tahap Implementasi Restrukturisasi",Fakta,Kompas Nasional
KPK Temukan Petunjuk Aliran Dana Kasus ATR/BPN dari Rumah Dirjen,Fakta,Kompas Nasional
Ironi Bimo dan Basa-basi Manajemen Talenta,Fakta,Kompas Nasional
Desakan agar Draf RUU Perampasan Aset Dibuka Terus Disuarakan,Fakta,Kompas Nasional
Akhirnya Indonesia Terima Bantuan Malaysia untuk Padamkan Karhutla,Fakta,Kompas Nasional
"Anggota DPR: Pelindungan Pekerja Penting, Dunia Usaha Juga Harus Dijaga",Fakta,Kompas Nasional
"MK Segera Sidangkan Gugatan soal Gibran, Apa Isi Permohonannya?",Fakta,Kompas Nasional
Garibaldi dan Momentum Kebangkitan Peradaban Maritim Indonesia,Fakta,Kompas Nasional
Partai Nonparlemen Akan Kirim Naskah Usulan Revisi UU Pemilu ke DPR dan Pemerintah,Fakta,Kompas Nasional
"Nama Riza Chalid Kembali Muncul, Kali Ini di Kasus Korupsi Sumur Minyak",Fakta,Kompas Nasional
Kemenag Terbitkan Edaran Batasi Penggunaan HP di Sekolah untuk Guru dan Murid,Fakta,Kompas Nasional
Menanti Pengabdian Baru Kapal Induk Giuseppe Garibaldi di Indonesia...,Fakta,Kompas Nasional
"Menelisik Fenomena ""Deep State""",Fakta,Kompas Nasional
Pakar Ingatkan Potensi Suara Pemilih Terbuang Jika Ambang Batas Parlemen Jadi 5 Persen,Fakta,Kompas Nasional
"Sempat Keberatan, PAN Kini Setuju Ambang Batas Parlemen Naik Jadi 5 Persen",Fakta,Kompas Nasional
